Metric,Value,Year,Institution,Numeric Value,Rank,Decile,UKPRN,Consistent Name,RG Rank
Entry standards (Ucas pts),156,2014,University of Surrey,156.0,32.0,8.0,10007160,University of Surrey,
Entry standards (Ucas pts),163,2014,Heriot-Watt University,163.0,20.0,9.0,10007764,Heriot-Watt University,
Entry standards (Ucas pts),159,2014,Cardiff University,159.0,25.0,9.0,10007814,Cardiff University,16.0
Entry standards (Ucas pts),152,2014,"Queen's University, Belfast",152.0,35.0,8.0,10005343,The Queen's University of Belfast,20.0
Entry standards (Ucas pts),200,2014,University of Strathclyde,200.0,3.0,10.0,10007805,University of Strathclyde,
Entry standards (Ucas pts),111,2014,University of Essex,111.0,116.0,1.0,10007791,University of Essex,
Entry standards (Ucas pts),132,2014,University of Reading,132.0,61.0,5.0,10007802,University of Reading,
Entry standards (Ucas pts),148,2014,University of Sussex,148.0,37.0,8.0,10007806,University of Sussex,
Entry standards (Ucas pts),135,2014,Nottingham Trent University,135.0,52.0,6.0,10004797,Nottingham Trent University,
Entry standards (Ucas pts),133,2014,University of Leicester,133.0,57.0,6.0,10007796,University of Leicester,
Entry standards (Ucas pts),143,2014,University for the Creative Arts,143.0,44.0,7.0,10006427,University for the Creative Arts,
Entry standards (Ucas pts),154,2014,Arts University Bournemouth,154.0,34.0,8.0,10000385,The Arts University College at Bournemouth,
Entry standards (Ucas pts),156,2014,SOAS University of London,156.0,32.0,8.0,10007780,School of Oriental and African Studies,
Entry standards (Ucas pts),120,2014,Aberystwyth University,120.0,90.0,3.0,10007856,Prifysgol Aberystwyth,
Entry standards (Ucas pts),127,2014,Keele University,127.0,72.0,5.0,10007767,University of Keele,
Entry standards (Ucas pts),163,2014,University of Stirling,163.0,20.0,9.0,10007804,University of Stirling,
Entry standards (Ucas pts),133,2014,Aston University,133.0,57.0,6.0,10007759,Aston University,
Entry standards (Ucas pts),144,2014,"Queen Mary, University of London",144.0,43.0,7.0,10007775,"Queen Mary and Westfield College, University of London",22.0
Entry standards (Ucas pts),126,2014,Coventry University,126.0,74.0,4.0,10001726,Coventry University,
Entry standards (Ucas pts),128,2014,University of Lincoln,128.0,70.0,5.0,10007151,University of Lincoln,
Entry standards (Ucas pts),124,2014,University of West London,124.0,81.0,4.0,10006566,The University of West London,
Entry standards (Ucas pts),120,2014,Staffordshire University,120.0,90.0,3.0,10006299,Staffordshire University,
Entry standards (Ucas pts),135,2014,University of Kent,135.0,52.0,6.0,10007150,University of Kent,
Entry standards (Ucas pts),134,2014,Edge Hill University,134.0,55.0,6.0,10007823,Edge Hill University,
Entry standards (Ucas pts),115,2014,University of Portsmouth,115.0,104.0,2.0,10007155,University of Portsmouth,
Entry standards (Ucas pts),128,2014,Ulster University,128.0,70.0,5.0,10007807,University of Ulster,
Entry standards (Ucas pts),126,2014,University of the West of England,126.0,74.0,4.0,10007164,"University of the West of England, Bristol",
Entry standards (Ucas pts),117,2014,Liverpool Hope University,117.0,100.0,2.0,10003956,Liverpool Hope University,
Entry standards (Ucas pts),131,2014,University of Huddersfield,131.0,64.0,5.0,10007148,University of Huddersfield,
Entry standards (Ucas pts),133,2014,Manchester Metropolitan University,133.0,57.0,6.0,10004180,The Manchester Metropolitan University,
Entry standards (Ucas pts),137,2014,Norwich University of the Arts,137.0,49.0,6.0,10004775,Norwich University College of the Arts,
Entry standards (Ucas pts),131,2014,Oxford Brookes University,131.0,64.0,5.0,10004930,Oxford Brookes University,
Entry standards (Ucas pts),145,2014,Northumbria University,145.0,41.0,7.0,10001282,University of Northumbria at Newcastle,
Entry standards (Ucas pts),119,2014,Sheffield Hallam University,119.0,94.0,3.0,10005790,Sheffield Hallam University,
Entry standards (Ucas pts),158,2014,"St George's, University of London",158.0,27.0,8.0,10007782,St George's Hospital Medical School,
Entry standards (Ucas pts),131,2014,"Goldsmiths, University of London",131.0,64.0,5.0,10002718,Goldsmiths' College,
Entry standards (Ucas pts),111,2014,University of Roehampton,111.0,116.0,1.0,10007776,Roehampton University,
Entry standards (Ucas pts),131,2014,Bangor University,131.0,64.0,5.0,10007857,Bangor University,
Entry standards (Ucas pts),123,2014,University of Chichester,123.0,83.0,3.0,10007137,The University of Chichester,
Entry standards (Ucas pts),131,2014,Falmouth University,131.0,64.0,5.0,10008640,University College Falmouth,
Entry standards (Ucas pts),145,2014,"City, University of London",145.0,41.0,7.0,10001478,The City University,
Entry standards (Ucas pts),111,2014,De Montfort University,111.0,116.0,1.0,10001883,De Montfort University,
Entry standards (Ucas pts),133,2014,University of Central Lancashire,133.0,57.0,6.0,10007141,University of Central Lancashire,
Entry standards (Ucas pts),132,2014,Plymouth University,132.0,61.0,6.0,10007801,University of Plymouth,
Entry standards (Ucas pts),126,2014,University of Hull,126.0,74.0,5.0,10007149,University of Hull,
Entry standards (Ucas pts),142,2014,Liverpool John Moores University,142.0,45.0,7.0,10003957,Liverpool John Moores University,
Entry standards (Ucas pts),137,2014,"University of the Arts, London",137.0,49.0,7.0,10007162,"University of the Arts, London",
Entry standards (Ucas pts),114,2014,University of Chester,114.0,107.0,2.0,10007848,University of Chester,
Entry standards (Ucas pts),114,2014,York St John University,114.0,107.0,2.0,10007713,York St John University,
Entry standards (Ucas pts),151,2014,"Queen Margaret University, Edinburgh",151.0,36.0,8.0,10005337,"Queen Margaret University, Edinburgh",
Entry standards (Ucas pts),157,2014,Robert Gordon University,157.0,29.0,8.0,10005500,The Robert Gordon University,
Entry standards (Ucas pts),137,2014,University of Greenwich,137.0,49.0,7.0,10007146,University of Greenwich,
Entry standards (Ucas pts),119,2014,"St Mary's University, Twickenham",119.0,94.0,3.0,10007843,"St Mary's University College, Twickenham",
Entry standards (Ucas pts),114,2014,London South Bank University,114.0,107.0,2.0,10004078,London South Bank University,
Entry standards (Ucas pts),120,2014,Teesside University,120.0,90.0,3.0,10007161,Teesside University,
Entry standards (Ucas pts),115,2014,University of Hertfordshire,115.0,104.0,2.0,10007147,University of Hertfordshire,
Entry standards (Ucas pts),118,2014,Solent University,118.0,96.0,3.0,10006022,Southampton Solent University,
Entry standards (Ucas pts),118,2014,Royal Agricultural University,118.0,96.0,3.0,10005545,Royal Agricultural College,
Entry standards (Ucas pts),123,2014,University of Derby,123.0,83.0,4.0,10007851,University of Derby,
Entry standards (Ucas pts),120,2014,University of Worcester,120.0,90.0,3.0,10007139,University of Worcester,
Entry standards (Ucas pts),122,2014,Bournemouth University,122.0,89.0,3.0,10000824,Bournemouth University,
Entry standards (Ucas pts),123,2014,University of Gloucestershire,123.0,83.0,4.0,10007145,University of Gloucestershire,
Entry standards (Ucas pts),123,2014,Birmingham City University,123.0,83.0,4.0,10007140,Birmingham City University,
Entry standards (Ucas pts),167,2014,Glasgow Caledonian University,167.0,16.0,9.0,10007762,Glasgow Caledonian University,
Entry standards (Ucas pts),142,2014,Abertay University,142.0,45.0,7.0,10007849,University of Abertay Dundee,
Entry standards (Ucas pts),113,2014,University of Winchester,113.0,110.0,2.0,10003614,University of Winchester,
Entry standards (Ucas pts),125,2014,Brunel University London,125.0,78.0,4.0,10000961,Brunel University,
Entry standards (Ucas pts),148,2014,Edinburgh Napier University,148.0,37.0,8.0,10007772,Edinburgh Napier University,
Entry standards (Ucas pts),125,2014,Plymouth Marjon University,125.0,78.0,4.0,10037449,University of St Mark & St John,
Entry standards (Ucas pts),109,2014,University of Wales Trinity St David,109.0,121.0,1.0,10007858,University of Wales: Trinity Saint David,
Entry standards (Ucas pts),112,2014,Bishop Grosseteste University,112.0,113.0,1.0,10007811,Bishop Grosseteste University College Lincoln,
Entry standards (Ucas pts),132,2014,University of Bradford,132.0,61.0,6.0,10007785,University of Bradford,
Entry standards (Ucas pts),124,2014,Kingston University,124.0,81.0,4.0,10003678,Kingston University,
Entry standards (Ucas pts),123,2014,Middlesex University,123.0,83.0,4.0,10004351,Middlesex University,
Entry standards (Ucas pts),139,2014,University of the West of Scotland,139.0,48.0,7.0,10007800,University of the West of Scotland,
Entry standards (Ucas pts),115,2014,University of Sunderland,115.0,104.0,2.0,10007159,University of Sunderland,
Entry standards (Ucas pts),118,2014,Bath Spa University,118.0,96.0,3.0,10000571,Bath Spa University,
Entry standards (Ucas pts),130,2014,University of Salford,130.0,69.0,5.0,10007156,University of Salford,
Entry standards (Ucas pts),123,2014,Cardiff Metropolitan University,123.0,83.0,4.0,10007854,Cardiff Metropolitan University,
Entry standards (Ucas pts),117,2014,Bucks New University,117.0,100.0,2.0,10000975,Buckinghamshire New University,
Entry standards (Ucas pts),125,2014,University of South Wales,125.0,78.0,4.0,10007793,University of Glamorgan / Prifysgol Morgannwg,
Entry standards (Ucas pts),118,2014,Newman University,118.0,96.0,3.0,10007832,Newman University College,
Entry standards (Ucas pts),105,2014,University of Northampton,105.0,123.0,1.0,10007138,The University of Northampton,
Entry standards (Ucas pts),109,2014,Leeds Trinity University,109.0,121.0,1.0,10003863,Leeds Trinity University College,
Entry standards (Ucas pts),110,2014,Canterbury Christ Church University,110.0,120.0,1.0,10001143,Canterbury Christ Church University,
Entry standards (Ucas pts),127,2014,University of Westminster,127.0,72.0,5.0,10007165,The University of Westminster,
Entry standards (Ucas pts),113,2014,Anglia Ruskin University,113.0,110.0,2.0,10000291,Anglia Ruskin University,
Entry standards (Ucas pts),126,2014,University of Cumbria,126.0,74.0,5.0,10007842,The University of Cumbria,
Entry standards (Ucas pts),117,2014,University of Brighton,117.0,100.0,3.0,10000886,University of Brighton,
Entry standards (Ucas pts),112,2014,Leeds Beckett University,112.0,113.0,1.0,10003861,Leeds Metropolitan University,
Entry standards (Ucas pts),112,2014,University of Wolverhampton,112.0,113.0,1.0,10007166,University of Wolverhampton,
Entry standards (Ucas pts),116,2014,University of Bolton,116.0,103.0,2.0,10006841,The University of Bolton,
Entry standards (Ucas pts),101,2014,London Metropolitan University,101.0,124.0,1.0,10004048,London Metropolitan University,
Entry standards (Ucas pts),111,2014,University of East London,111.0,116.0,1.0,10007144,University of East London,
Entry standards (Ucas pts),101,2014,University of Bedfordshire,101.0,124.0,1.0,10007152,University of Bedfordshire,
Entry standards (Ucas pts),113,2014,Wrexham Glyndwr University,113.0,110.0,2.0,10007833,Glyndwr University,
Graduate prospects (%),79.6,2014,University of St Andrews,79.6,46.0,7.0,10007803,University of St Andrews,
Graduate prospects (%),90.4,2014,Imperial College London,90.4,2.0,10.0,10003270,"Imperial College of Science, Technology and Medicine",1.0
Graduate prospects (%),86.9,2014,Loughborough University,86.9,6.0,10.0,10004113,Loughborough University,
Graduate prospects (%),86.2,2014,London School of Economics and Political Science,86.2,7.0,10.0,10004063,London School of Economics & Political Science,2.0
Graduate prospects (%),84.9,2014,Durham University,84.9,16.0,9.0,10007143,University of Durham,9.0
Graduate prospects (%),89.1,2014,Lancaster University,89.1,3.0,10.0,10007768,University of Lancaster,
Graduate prospects (%),83.8,2014,University College London,83.8,19.0,9.0,10007784,University College London,12.0
Graduate prospects (%),83.2,2014,University of Warwick,83.2,22.0,9.0,10007163,University of Warwick,13.0
Graduate prospects (%),87.5,2014,University of Bath,87.5,5.0,10.0,10007850,University of Bath (The),
Graduate prospects (%),85.5,2014,University of Exeter,85.5,12.0,10.0,10007792,University of Exeter,6.0
Graduate prospects (%),81.2,2014,University of Leeds,81.2,33.0,8.0,10007795,University of Leeds,18.0
Graduate prospects (%),85.8,2014,University of Birmingham,85.8,9.0,10.0,10006840,University of Birmingham,4.0
Graduate prospects (%),80.6,2014,University of Bristol,80.6,41.0,7.0,10007786,University of Bristol,20.0
Graduate prospects (%),85.3,2014,University of Glasgow,85.3,15.0,9.0,10007794,University of Glasgow,8.0
Graduate prospects (%),72.9,2014,Harper Adams University,72.9,82.0,4.0,10040812,Harper Adams University,
Graduate prospects (%),80.7,2014,University of Manchester,80.7,39.0,7.0,10007798,The University of Manchester,19.0
Graduate prospects (%),73.5,2014,"Royal Holloway, University of London",73.5,78.0,4.0,10005553,Royal Holloway College and Bedford New College,
Graduate prospects (%),82.1,2014,University of Southampton,82.1,25.0,8.0,10007158,University of Southampton,15.0
Graduate prospects (%),86.0,2014,University of Nottingham,86.0,8.0,10.0,10007154,University of Nottingham,3.0
Graduate prospects (%),82.0,2014,University of York,82.0,27.0,8.0,10007167,University of York,16.0
Graduate prospects (%),77.1,2014,University of East Anglia,77.1,57.0,6.0,10007789,University of East Anglia,
Graduate prospects (%),81.7,2014,University of Dundee,81.7,28.0,8.0,10007852,University of Dundee,
Graduate prospects (%),77.5,2014,University of Edinburgh,77.5,54.0,6.0,10007790,University of Edinburgh,22.0
Graduate prospects (%),84.4,2014,University of Sheffield,84.4,18.0,9.0,10007157,University of Sheffield,11.0
Graduate prospects (%),80.9,2014,University of Aberdeen,80.9,36.0,8.0,10007783,University of Aberdeen,
Graduate prospects (%),85.8,2014,Newcastle University,85.8,9.0,10.0,10007799,University of Newcastle Upon Tyne,4.0
Graduate prospects (%),85.4,2014,University of Liverpool,85.4,13.0,9.0,10006842,University of Liverpool,7.0
Graduate prospects (%),84.5,2014,King's College London,84.5,17.0,9.0,10003645,King's College London,10.0
Graduate prospects (%),85.6,2014,Swansea University,85.6,11.0,10.0,10007855,Swansea University,
Graduate prospects (%),81.0,2014,University of Surrey,81.0,35.0,8.0,10007160,University of Surrey,
Graduate prospects (%),79.3,2014,Heriot-Watt University,79.3,48.0,7.0,10007764,Heriot-Watt University,
