Institution,Metric,Value,Year,Numeric Value,Rank,Decile
Teesside,Good Honours,63.8,2018,63.8,112.0,2.0
Sunderland,Good Honours,63.7,2018,63.7,114.0,2.0
Kingston,Good Honours,67.9,2018,67.9,93.0,3.0
Worcester,Good Honours,63.0,2018,63.0,116.0,2.0
Staffordshire,Good Honours,65.8,2018,65.8,104.0,2.0
Canterbury Christ Church,Good Honours,70.0,2018,70.0,75.0,5.0
Royal Agricultural University,Good Honours,68.9,2018,68.9,87.0,4.0
London South Bank,Good Honours,63.9,2018,63.9,111.0,2.0
Bedfordshire,Good Honours,65.8,2018,65.8,104.0,2.0
South Wales,Good Honours,66.5,2018,66.5,101.0,3.0
Northampton,Good Honours,69.4,2018,69.4,83.0,4.0
Leeds Trinity,Good Honours,77.6,2018,77.6,39.0,8.0
Newman,Good Honours,62.8,2018,62.8,117.0,1.0
East London,Good Honours,61.7,2018,61.7,119.0,1.0
Bishop Grosseteste,Good Honours,69.2,2018,69.2,86.0,4.0
"Birkbeck, University of London",Good Honours,58.9,2018,58.9,123.0,1.0
Southampton Solent,Good Honours,69.7,2018,69.7,79.0,4.0
Anglia Ruskin,Good Honours,69.4,2018,69.4,83.0,4.0
University of Wales Trinity Saint David,Good Honours,66.7,2018,66.7,99.0,3.0
"St Mary's, Twickenham",Good Honours,59.7,2018,59.7,122.0,1.0
Leeds Beckett,Good Honours,64.6,2018,64.6,107.0,2.0
York St John,Good Honours,56.4,2018,56.4,127.0,1.0
Cumbria,Good Honours,61.2,2018,61.2,121.0,1.0
Buckinghamshire New,Good Honours,55.5,2018,55.5,128.0,1.0
Bolton,Good Honours,58.7,2018,58.7,124.0,1.0
Plymouth Marjon,Good Honours,58.2,2018,58.2,125.0,1.0
London Metropolitan,Good Honours,50.2,2018,50.2,129.0,1.0
Wrexham Glyndŵr,Good Honours,64.0,2018,64.0,109.0,2.0
Suffolk,Good Honours,56.9,2018,56.9,126.0,1.0
Cambridge,Degree Completion,98.9,2018,98.9,1.0,10.0
Oxford,Degree Completion,98.3,2018,98.3,2.0,10.0
St Andrews,Degree Completion,96.4,2018,96.4,3.0,10.0
London School of Economics,Degree Completion,95.4,2018,95.4,8.0,10.0
Imperial College London,Degree Completion,96.1,2018,96.1,4.0,10.0
Durham,Degree Completion,95.9,2018,95.9,5.0,10.0
University College London,Degree Completion,94.7,2018,94.7,11.0,10.0
Warwick,Degree Completion,95.1,2018,95.1,9.0,10.0
Lancaster,Degree Completion,92.6,2018,92.6,24.0,9.0
Loughborough,Degree Completion,93.4,2018,93.4,19.0,9.0
Bath,Degree Completion,94.8,2018,94.8,10.0,10.0
East Anglia (UEA),Degree Completion,89.6,2018,89.6,41.0,7.0
Surrey,Degree Completion,90.7,2018,90.7,34.0,8.0
Exeter,Degree Completion,95.6,2018,95.6,7.0,10.0
Leeds,Degree Completion,92.6,2018,92.6,24.0,9.0
Birmingham,Degree Completion,94.4,2018,94.4,14.0,9.0
Bristol,Degree Completion,95.9,2018,95.9,5.0,10.0
Nottingham,Degree Completion,94.0,2018,94.0,16.0,9.0
Sussex,Degree Completion,92.7,2018,92.7,23.0,9.0
York,Degree Completion,92.2,2018,92.2,27.0,8.0
King's College London,Degree Completion,93.7,2018,93.7,18.0,9.0
Manchester,Degree Completion,93.1,2018,93.1,20.0,9.0
Edinburgh,Degree Completion,92.5,2018,92.5,26.0,9.0
Newcastle,Degree Completion,94.0,2018,94.0,16.0,9.0
Kent,Degree Completion,90.4,2018,90.4,37.0,8.0
Southampton,Degree Completion,91.2,2018,91.2,31.0,8.0
Reading,Degree Completion,91.5,2018,91.5,30.0,8.0
Glasgow,Degree Completion,88.6,2018,88.6,44.0,7.0
Heriot-Watt,Degree Completion,87.6,2018,87.6,51.0,7.0
Leicester,Degree Completion,93.0,2018,93.0,21.0,9.0
Dundee,Degree Completion,87.7,2018,87.7,50.0,7.0
Sheffield,Degree Completion,94.4,2018,94.4,14.0,9.0
Essex,Degree Completion,88.0,2018,88.0,47.0,7.0
"Queen Mary, University of London",Degree Completion,91.6,2018,91.6,28.0,8.0
"Royal Holloway, University of London",Degree Completion,91.0,2018,91.0,33.0,8.0
"Queen's, Belfast",Degree Completion,91.2,2018,91.2,31.0,8.0
Cardiff,Degree Completion,93.0,2018,93.0,21.0,9.0
SOAS University of London,Degree Completion,85.6,2018,85.6,67.0,5.0
Stirling,Degree Completion,87.1,2018,87.1,53.0,6.0
Aberdeen,Degree Completion,85.9,2018,85.9,64.0,5.0
Liverpool,Degree Completion,90.5,2018,90.5,36.0,8.0
"City, University of London",Degree Completion,86.7,2018,86.7,57.0,6.0
Coventry,Degree Completion,86.9,2018,86.9,54.0,6.0
Swansea,Degree Completion,89.6,2018,89.6,41.0,7.0
Strathclyde,Degree Completion,88.0,2018,88.0,47.0,7.0
Harper Adams,Degree Completion,86.7,2018,86.7,57.0,6.0
Brunel University London,Degree Completion,88.6,2018,88.6,44.0,7.0
Keele,Degree Completion,90.7,2018,90.7,34.0,8.0
Aston,Degree Completion,90.4,2018,90.4,37.0,8.0
Lincoln,Degree Completion,89.2,2018,89.2,43.0,7.0
"Goldsmiths, University of London",Degree Completion,80.1,2018,80.1,103.0,2.0
Nottingham Trent,Degree Completion,87.3,2018,87.3,52.0,7.0
"St George's, University of London",Degree Completion,94.7,2018,94.7,11.0,10.0
University for the Creative Arts,Degree Completion,81.2,2018,81.2,95.0,3.0
Northumbria,Degree Completion,86.1,2018,86.1,63.0,6.0
Portsmouth,Degree Completion,85.9,2018,85.9,64.0,6.0
Bournemouth,Degree Completion,83.9,2018,83.9,78.0,4.0
Bradford,Degree Completion,83.5,2018,83.5,81.0,4.0
Liverpool Hope,Degree Completion,78.8,2018,78.8,112.0,2.0
"West of England, Bristol",Degree Completion,84.4,2018,84.4,73.0,5.0
Arts University Bournemouth,Degree Completion,88.2,2018,88.2,46.0,7.0
Manchester Metropolitan,Degree Completion,83.9,2018,83.9,78.0,4.0
Falmouth,Degree Completion,86.5,2018,86.5,60.0,6.0
Edge Hill,Degree Completion,84.2,2018,84.2,76.0,5.0
Bangor,Degree Completion,85.4,2018,85.4,68.0,5.0
Oxford Brookes,Degree Completion,89.7,2018,89.7,40.0,7.0
Cardiff Metropolitan,Degree Completion,80.9,2018,80.9,97.0,3.0
Aberystwyth,Degree Completion,85.0,2018,85.0,69.0,5.0
Sheffield Hallam,Degree Completion,86.2,2018,86.2,62.0,6.0
Roehampton,Degree Completion,82.2,2018,82.2,88.0,4.0
Ulster,Degree Completion,83.5,2018,83.5,81.0,4.0
Huddersfield,Degree Completion,80.7,2018,80.7,101.0,3.0
Middlesex,Degree Completion,77.6,2018,77.6,115.0,2.0
Hull,Degree Completion,84.4,2018,84.4,73.0,5.0
Robert Gordon,Degree Completion,85.0,2018,85.0,69.0,5.0
Liverpool John Moores,Degree Completion,83.3,2018,83.3,84.0,4.0
Plymouth,Degree Completion,84.5,2018,84.5,72.0,5.0
Buckingham,Degree Completion,78.1,2018,78.1,114.0,2.0
Hertfordshire,Degree Completion,86.6,2018,86.6,59.0,6.0
Glasgow Caledonian,Degree Completion,82.6,2018,82.6,87.0,4.0
West London,Degree Completion,79.8,2018,79.8,105.0,2.0
De Montfort,Degree Completion,83.8,2018,83.8,80.0,4.0
"University of the Arts, London",Degree Completion,86.9,2018,86.9,54.0,6.0
Norwich University of the Arts,Degree Completion,82.0,2018,82.0,92.0,3.0
Winchester,Degree Completion,88.0,2018,88.0,47.0,7.0
Chichester,Degree Completion,90.1,2018,90.1,39.0,8.0
Gloucestershire,Degree Completion,85.8,2018,85.8,66.0,5.0
Abertay,Degree Completion,77.0,2018,77.0,118.0,1.0
Brighton,Degree Completion,82.1,2018,82.1,91.0,3.0
Bath Spa,Degree Completion,85.0,2018,85.0,69.0,5.0
Chester,Degree Completion,80.8,2018,80.8,99.0,3.0
Queen Margaret,Degree Completion,79.1,2018,79.1,108.0,2.0
Greenwich,Degree Completion,83.3,2018,83.3,84.0,4.0
Edinburgh Napier,Degree Completion,79.1,2018,79.1,108.0,2.0
Central Lancashire,Degree Completion,79.5,2018,79.5,107.0,2.0
Westminster,Degree Completion,81.7,2018,81.7,93.0,3.0
Derby,Degree Completion,82.2,2018,82.2,88.0,4.0
Salford,Degree Completion,81.5,2018,81.5,94.0,3.0
Birmingham City,Degree Completion,81.2,2018,81.2,95.0,3.0
West of Scotland,Degree Completion,80.1,2018,80.1,103.0,3.0
Teesside,Degree Completion,79.8,2018,79.8,105.0,2.0
Sunderland,Degree Completion,76.3,2018,76.3,119.0,1.0
Kingston,Degree Completion,82.2,2018,82.2,88.0,4.0
Worcester,Degree Completion,84.3,2018,84.3,75.0,5.0
Staffordshire,Degree Completion,76.0,2018,76.0,120.0,1.0
Canterbury Christ Church,Degree Completion,83.3,2018,83.3,84.0,4.0
Royal Agricultural University,Degree Completion,94.5,2018,94.5,13.0,10.0
London South Bank,Degree Completion,74.6,2018,74.6,123.0,1.0
Bedfordshire,Degree Completion,75.4,2018,75.4,122.0,1.0
South Wales,Degree Completion,80.9,2018,80.9,97.0,3.0
Northampton,Degree Completion,83.4,2018,83.4,83.0,4.0
Leeds Trinity,Degree Completion,86.9,2018,86.9,54.0,6.0
Newman,Degree Completion,78.6,2018,78.6,113.0,2.0
East London,Degree Completion,71.4,2018,71.4,126.0,1.0
Bishop Grosseteste,Degree Completion,91.6,2018,91.6,28.0,8.0
"Birkbeck, University of London",Degree Completion,68.0,2018,68.0,128.0,1.0
Southampton Solent,Degree Completion,77.1,2018,77.1,116.0,1.0
Anglia Ruskin,Degree Completion,78.9,2018,78.9,110.0,2.0
University of Wales Trinity Saint David,Degree Completion,78.9,2018,78.9,110.0,2.0
"St Mary's, Twickenham",Degree Completion,80.5,2018,80.5,102.0,3.0
Leeds Beckett,Degree Completion,75.6,2018,75.6,121.0,1.0
York St John,Degree Completion,86.4,2018,86.4,61.0,6.0
Cumbria,Degree Completion,84.1,2018,84.1,77.0,5.0
Buckinghamshire New,Degree Completion,77.1,2018,77.1,116.0,2.0
Bolton,Degree Completion,68.4,2018,68.4,127.0,1.0
Plymouth Marjon,Degree Completion,80.8,2018,80.8,99.0,3.0
London Metropolitan,Degree Completion,72.7,2018,72.7,124.0,1.0
Wrexham Glyndŵr,Degree Completion,67.6,2018,67.6,129.0,1.0
Suffolk,Degree Completion,72.5,2018,72.5,125.0,1.0
Cambridge,Overall Score,1000,2018,1000.0,1.0,10.0
Oxford,Overall Score,998,2018,998.0,2.0,10.0
St Andrews,Overall Score,962,2018,962.0,3.0,10.0
London School of Economics,Overall Score,952,2018,952.0,4.0,10.0
Imperial College London,Overall Score,925,2018,925.0,5.0,10.0
Durham,Overall Score,920,2018,920.0,6.0,10.0
University College London,Overall Score,909,2018,909.0,7.0,10.0
Warwick,Overall Score,896,2018,896.0,8.0,10.0
Lancaster,Overall Score,889,2018,889.0,9.0,10.0
Loughborough,Overall Score,883,2018,883.0,10.0,10.0
Bath,Overall Score,868,2018,868.0,11.0,10.0
East Anglia (UEA),Overall Score,853,2018,853.0,12.0,10.0
Surrey,Overall Score,851,2018,851.0,13.0,10.0
Exeter,Overall Score,850,2018,850.0,14.0,9.0
Leeds,Overall Score,850,2018,850.0,14.0,9.0
Birmingham,Overall Score,836,2018,836.0,16.0,9.0
Bristol,Overall Score,834,2018,834.0,17.0,9.0
Nottingham,Overall Score,825,2018,825.0,18.0,9.0
Sussex,Overall Score,818,2018,818.0,19.0,9.0
York,Overall Score,814,2018,814.0,20.0,9.0
King's College London,Overall Score,811,2018,811.0,21.0,9.0
Manchester,Overall Score,808,2018,808.0,22.0,9.0
Edinburgh,Overall Score,805,2018,805.0,23.0,9.0
Newcastle,Overall Score,805,2018,805.0,23.0,9.0
Kent,Overall Score,803,2018,803.0,25.0,9.0
Southampton,Overall Score,792,2018,792.0,26.0,9.0
Reading,Overall Score,791,2018,791.0,27.0,8.0
Glasgow,Overall Score,791,2018,791.0,27.0,8.0
Heriot-Watt,Overall Score,790,2018,790.0,29.0,8.0
Leicester,Overall Score,786,2018,786.0,30.0,8.0
Dundee,Overall Score,786,2018,786.0,30.0,8.0
Sheffield,Overall Score,782,2018,782.0,32.0,8.0
Essex,Overall Score,782,2018,782.0,32.0,8.0
"Queen Mary, University of London",Overall Score,776,2018,776.0,34.0,8.0
"Royal Holloway, University of London",Overall Score,773,2018,773.0,35.0,8.0
"Queen's, Belfast",Overall Score,768,2018,768.0,36.0,8.0
Cardiff,Overall Score,765,2018,765.0,37.0,8.0
SOAS University of London,Overall Score,751,2018,751.0,38.0,8.0
Stirling,Overall Score,749,2018,749.0,39.0,8.0
Aberdeen,Overall Score,747,2018,747.0,40.0,7.0
Liverpool,Overall Score,741,2018,741.0,41.0,7.0
"City, University of London",Overall Score,734,2018,734.0,42.0,7.0
Coventry,Overall Score,732,2018,732.0,43.0,7.0
Swansea,Overall Score,725,2018,725.0,44.0,7.0
Strathclyde,Overall Score,724,2018,724.0,45.0,7.0
Harper Adams,Overall Score,723,2018,723.0,46.0,7.0
Brunel University London,Overall Score,722,2018,722.0,47.0,7.0
Keele,Overall Score,713,2018,713.0,48.0,7.0
Aston,Overall Score,712,2018,712.0,49.0,7.0
Lincoln,Overall Score,707,2018,707.0,50.0,7.0
"Goldsmiths, University of London",Overall Score,703,2018,703.0,51.0,7.0
Nottingham Trent,Overall Score,700,2018,700.0,52.0,7.0
"St George's, University of London",Overall Score,687,2018,687.0,53.0,6.0
University for the Creative Arts,Overall Score,686,2018,686.0,54.0,6.0
Northumbria,Overall Score,682,2018,682.0,55.0,6.0
Portsmouth,Overall Score,681,2018,681.0,56.0,6.0
Bournemouth,Overall Score,680,2018,680.0,57.0,6.0
Bradford,Overall Score,675,2018,675.0,58.0,6.0
Liverpool Hope,Overall Score,674,2018,674.0,59.0,6.0
"West of England, Bristol",Overall Score,673,2018,673.0,60.0,6.0
Arts University Bournemouth,Overall Score,670,2018,670.0,61.0,6.0
Manchester Metropolitan,Overall Score,664,2018,664.0,62.0,6.0
Falmouth,Overall Score,662,2018,662.0,63.0,6.0
Edge Hill,Overall Score,656,2018,656.0,64.0,6.0
Bangor,Overall Score,654,2018,654.0,65.0,5.0
Oxford Brookes,Overall Score,653,2018,653.0,66.0,5.0
Cardiff Metropolitan,Overall Score,646,2018,646.0,67.0,5.0
Aberystwyth,Overall Score,645,2018,645.0,68.0,5.0
Sheffield Hallam,Overall Score,641,2018,641.0,69.0,5.0
Roehampton,Overall Score,641,2018,641.0,69.0,5.0
Ulster,Overall Score,640,2018,640.0,71.0,5.0
Huddersfield,Overall Score,635,2018,635.0,72.0,5.0
Middlesex,Overall Score,633,2018,633.0,73.0,5.0
Hull,Overall Score,632,2018,632.0,74.0,5.0
Robert Gordon,Overall Score,627,2018,627.0,75.0,5.0
Liverpool John Moores,Overall Score,627,2018,627.0,75.0,5.0
Plymouth,Overall Score,622,2018,622.0,77.0,5.0
Buckingham,Overall Score,621,2018,621.0,78.0,4.0
Hertfordshire,Overall Score,620,2018,620.0,79.0,4.0
Glasgow Caledonian,Overall Score,620,2018,620.0,79.0,4.0
West London,Overall Score,620,2018,620.0,79.0,4.0
De Montfort,Overall Score,615,2018,615.0,82.0,4.0
"University of the Arts, London",Overall Score,614,2018,614.0,83.0,4.0
Norwich University of the Arts,Overall Score,605,2018,605.0,84.0,4.0
Winchester,Overall Score,603,2018,603.0,85.0,4.0
Chichester,Overall Score,600,2018,600.0,86.0,4.0
Gloucestershire,Overall Score,600,2018,600.0,86.0,4.0
Abertay,Overall Score,599,2018,599.0,88.0,4.0
Brighton,Overall Score,593,2018,593.0,89.0,4.0
Bath Spa,Overall Score,592,2018,592.0,90.0,4.0
Chester,Overall Score,589,2018,589.0,91.0,3.0
Queen Margaret,Overall Score,586,2018,586.0,92.0,3.0
Greenwich,Overall Score,585,2018,585.0,93.0,3.0
Edinburgh Napier,Overall Score,582,2018,582.0,94.0,3.0
Central Lancashire,Overall Score,581,2018,581.0,95.0,3.0
Westminster,Overall Score,581,2018,581.0,95.0,3.0
Derby,Overall Score,576,2018,576.0,97.0,3.0
Salford,Overall Score,573,2018,573.0,98.0,3.0
Birmingham City,Overall Score,568,2018,568.0,99.0,3.0
West of Scotland,Overall Score,564,2018,564.0,100.0,3.0
Teesside,Overall Score,562,2018,562.0,101.0,3.0
Sunderland,Overall Score,561,2018,561.0,102.0,3.0
Kingston,Overall Score,561,2018,561.0,102.0,3.0
Worcester,Overall Score,559,2018,559.0,104.0,2.0
Staffordshire,Overall Score,548,2018,548.0,105.0,2.0
Canterbury Christ Church,Overall Score,547,2018,547.0,106.0,2.0
Royal Agricultural University,Overall Score,539,2018,539.0,107.0,2.0
London South Bank,Overall Score,537,2018,537.0,108.0,2.0
Bedfordshire,Overall Score,536,2018,536.0,109.0,2.0
South Wales,Overall Score,534,2018,534.0,110.0,2.0
Northampton,Overall Score,534,2018,534.0,110.0,2.0
Leeds Trinity,Overall Score,532,2018,532.0,112.0,2.0
Newman,Overall Score,523,2018,523.0,113.0,2.0
East London,Overall Score,520,2018,520.0,114.0,2.0
Bishop Grosseteste,Overall Score,517,2018,517.0,115.0,2.0
"Birkbeck, University of London",Overall Score,516,2018,516.0,116.0,2.0
Southampton Solent,Overall Score,514,2018,514.0,117.0,1.0
Anglia Ruskin,Overall Score,506,2018,506.0,118.0,1.0
University of Wales Trinity Saint David,Overall Score,501,2018,501.0,119.0,1.0
"St Mary's, Twickenham",Overall Score,499,2018,499.0,120.0,1.0
Leeds Beckett,Overall Score,495,2018,495.0,121.0,1.0
York St John,Overall Score,493,2018,493.0,122.0,1.0
Cumbria,Overall Score,476,2018,476.0,123.0,1.0
Buckinghamshire New,Overall Score,474,2018,474.0,124.0,1.0
Bolton,Overall Score,452,2018,452.0,125.0,1.0
Plymouth Marjon,Overall Score,447,2018,447.0,126.0,1.0
London Metropolitan,Overall Score,414,2018,414.0,127.0,1.0
Wrexham Glyndŵr,Overall Score,412,2018,412.0,128.0,1.0
Suffolk,Overall Score,337,2018,337.0,129.0,1.0
Cambridge,Entry Standards,226,2019,226.0,1.0,10.0
Oxford,Entry Standards,217,2019,217.0,3.0,10.0
London School of Economics,Entry Standards,200,2019,200.0,6.0,10.0
Imperial College London,Entry Standards,219,2019,219.0,2.0,10.0
St Andrews,Entry Standards,206,2019,206.0,4.0,10.0
Durham,Entry Standards,197,2019,197.0,8.0,10.0
Loughborough,Entry Standards,162,2019,162.0,27.0,8.0
Lancaster,Entry Standards,157,2019,157.0,33.0,8.0
Warwick,Entry Standards,181,2019,181.0,13.0,10.0
University College London,Entry Standards,191,2019,191.0,9.0,10.0
Bath,Entry Standards,186,2019,186.0,10.0,10.0
Exeter,Entry Standards,176,2019,176.0,16.0,9.0
Leeds,Entry Standards,166,2019,166.0,19.0,9.0
East Anglia (UEA),Entry Standards,154,2019,154.0,37.0,8.0
Bristol,Entry Standards,184,2019,184.0,12.0,10.0
Birmingham,Entry Standards,164,2019,164.0,23.0,9.0
Nottingham,Entry Standards,165,2019,165.0,21.0,9.0
Manchester,Entry Standards,169,2019,169.0,18.0,9.0
Surrey,Entry Standards,166,2019,166.0,19.0,9.0
Southampton,Entry Standards,160,2019,160.0,30.0,8.0
York,Entry Standards,159,2019,159.0,31.0,8.0
Newcastle,Entry Standards,161,2019,161.0,28.0,8.0
Edinburgh,Entry Standards,180,2019,180.0,14.0,9.0
Glasgow,Entry Standards,200,2019,200.0,6.0,10.0
Sussex,Entry Standards,146,2019,146.0,43.0,7.0
Essex,Entry Standards,116,2019,116.0,107.0,2.0
King's College London,Entry Standards,172,2019,172.0,17.0,9.0
"Royal Holloway, University of London",Entry Standards,143,2019,143.0,47.0,7.0
Aberdeen,Entry Standards,185,2019,185.0,11.0,10.0
Sheffield,Entry Standards,156,2019,156.0,35.0,8.0
Dundee,Entry Standards,177,2019,177.0,15.0,9.0
Reading,Entry Standards,138,2019,138.0,53.0,6.0
Cardiff,Entry Standards,154,2019,154.0,37.0,8.0
Leicester,Entry Standards,136,2019,136.0,56.0,6.0
Heriot-Watt,Entry Standards,163,2019,163.0,26.0,9.0
"Queen's, Belfast",Entry Standards,152,2019,152.0,39.0,8.0
Liverpool,Entry Standards,147,2019,147.0,42.0,7.0
"Queen Mary, University of London",Entry Standards,148,2019,148.0,40.0,7.0
Swansea,Entry Standards,129,2019,129.0,66.0,5.0
Strathclyde,Entry Standards,201,2019,201.0,5.0,10.0
Stirling,Entry Standards,158,2019,158.0,32.0,8.0
Nottingham Trent,Entry Standards,143,2019,143.0,47.0,7.0
Lincoln,Entry Standards,129,2019,129.0,66.0,5.0
Kent,Entry Standards,137,2019,137.0,55.0,6.0
Aston,Entry Standards,136,2019,136.0,56.0,6.0
SOAS University of London,Entry Standards,148,2019,148.0,40.0,7.0
Coventry,Entry Standards,126,2019,126.0,79.0,4.0
Harper Adams,Entry Standards,128,2019,128.0,73.0,5.0
Arts University Bournemouth,Entry Standards,161,2019,161.0,28.0,8.0
Brunel University London,Entry Standards,131,2019,131.0,62.0,6.0
Portsmouth,Entry Standards,120,2019,120.0,92.0,3.0
"St George's, University of London",Entry Standards,164,2019,164.0,23.0,9.0
Liverpool Hope,Entry Standards,116,2019,116.0,107.0,2.0
Keele,Entry Standards,128,2019,128.0,73.0,5.0
University for the Creative Arts,Entry Standards,139,2019,139.0,52.0,7.0
Northumbria,Entry Standards,144,2019,144.0,45.0,7.0
Manchester Metropolitan,Entry Standards,135,2019,135.0,58.0,6.0
"West of England, Bristol",Entry Standards,127,2019,127.0,78.0,5.0
Liverpool John Moores,Entry Standards,141,2019,141.0,51.0,7.0
Huddersfield,Entry Standards,129,2019,129.0,66.0,5.0
Bradford,Entry Standards,131,2019,131.0,62.0,6.0
Bangor,Entry Standards,132,2019,132.0,61.0,6.0
"Goldsmiths, University of London",Entry Standards,130,2019,130.0,65.0,6.0
Norwich University of the Arts,Entry Standards,143,2019,143.0,47.0,7.0
Aberystwyth,Entry Standards,120,2019,120.0,92.0,3.0
Oxford Brookes,Entry Standards,129,2019,129.0,66.0,5.0
"City, University of London",Entry Standards,142,2019,142.0,50.0,7.0
Bournemouth,Entry Standards,123,2019,123.0,86.0,4.0
Sheffield Hallam,Entry Standards,124,2019,124.0,84.0,4.0
De Montfort,Entry Standards,113,2019,113.0,113.0,2.0
Roehampton,Entry Standards,109,2019,109.0,121.0,1.0
Edge Hill,Entry Standards,131,2019,131.0,62.0,6.0
Ulster,Entry Standards,126,2019,126.0,79.0,4.0
Staffordshire,Entry Standards,114,2019,114.0,110.0,2.0
Queen Margaret,Entry Standards,144,2019,144.0,45.0,7.0
Buckingham,Entry Standards,128,2019,128.0,73.0,5.0
Cardiff Metropolitan,Entry Standards,126,2019,126.0,79.0,4.0
Plymouth,Entry Standards,129,2019,129.0,66.0,5.0
Salford,Entry Standards,128,2019,128.0,73.0,5.0
West London,Entry Standards,120,2019,120.0,92.0,3.0
Leeds Arts University,Entry Standards,165,2019,165.0,21.0,9.0
Westminster,Entry Standards,124,2019,124.0,84.0,4.0
Robert Gordon,Entry Standards,157,2019,157.0,33.0,8.0
"University of the Arts, London",Entry Standards,135,2019,135.0,58.0,6.0
Glasgow Caledonian,Entry Standards,164,2019,164.0,23.0,9.0
Chichester,Entry Standards,121,2019,121.0,91.0,4.0
Hertfordshire,Entry Standards,119,2019,119.0,97.0,3.0
Gloucestershire,Entry Standards,123,2019,123.0,86.0,4.0
Derby,Entry Standards,119,2019,119.0,97.0,3.0
Falmouth,Entry Standards,120,2019,120.0,92.0,3.0
Winchester,Entry Standards,113,2019,113.0,113.0,2.0
Teesside,Entry Standards,119,2019,119.0,97.0,3.0
London South Bank,Entry Standards,108,2019,108.0,122.0,1.0
Hull,Entry Standards,123,2019,123.0,86.0,4.0
Kingston,Entry Standards,125,2019,125.0,82.0,4.0
Greenwich,Entry Standards,135,2019,135.0,58.0,6.0
Birmingham City,Entry Standards,128,2019,128.0,73.0,5.0
Chester,Entry Standards,114,2019,114.0,110.0,2.0
Sunderland,Entry Standards,120,2019,120.0,92.0,3.0
Abertay,Entry Standards,155,2019,155.0,36.0,8.0
Edinburgh Napier,Entry Standards,146,2019,146.0,43.0,7.0
Central Lancashire,Entry Standards,129,2019,129.0,66.0,5.0
Bath Spa,Entry Standards,122,2019,122.0,89.0,4.0
"St Mary's, Twickenham",Entry Standards,119,2019,119.0,97.0,3.0
Middlesex,Entry Standards,119,2019,119.0,97.0,3.0
Brighton,Entry Standards,117,2019,117.0,106.0,2.0
South Wales,Entry Standards,129,2019,129.0,66.0,5.0
Leeds Trinity,Entry Standards,100,2019,100.0,129.0,1.0
East London,Entry Standards,112,2019,112.0,117.0,1.0
Worcester,Entry Standards,119,2019,119.0,97.0,3.0
Canterbury Christ Church,Entry Standards,108,2019,108.0,122.0,1.0
Solent,Entry Standards,116,2019,116.0,107.0,2.0
Northampton,Entry Standards,107,2019,107.0,125.0,1.0
West of Scotland,Entry Standards,138,2019,138.0,53.0,6.0
University of Wales Trinity Saint David,Entry Standards,113,2019,113.0,113.0,2.0
Anglia Ruskin,Entry Standards,105,2019,105.0,126.0,1.0
Royal Agricultural University,Entry Standards,122,2019,122.0,89.0,4.0
Bedfordshire,Entry Standards,95,2019,95.0,130.0,1.0
Newman,Entry Standards,119,2019,119.0,97.0,3.0
Bishop Grosseteste,Entry Standards,110,2019,110.0,120.0,1.0
Leeds Beckett,Entry Standards,114,2019,114.0,110.0,2.0
Buckinghamshire New,Entry Standards,111,2019,111.0,119.0,1.0
Cumbria,Entry Standards,118,2019,118.0,104.0,2.0
York St John,Entry Standards,113,2019,113.0,113.0,2.0
"Birkbeck, University of London",Entry Standards,94,2019,94.0,131.0,1.0
Bolton,Entry Standards,112,2019,112.0,117.0,2.0
Wrexham Glyndŵr,Entry Standards,101,2019,101.0,127.0,1.0
Suffolk,Entry Standards,118,2019,118.0,104.0,3.0
Wolverhampton,Entry Standards,108,2019,108.0,122.0,1.0
Plymouth Marjon,Entry Standards,125,2019,125.0,82.0,4.0
London Metropolitan,Entry Standards,101,2019,101.0,127.0,1.0
Cambridge,Student Satisfaction,n/a,2019,,,
Oxford,Student Satisfaction,n/a,2019,,,
London School of Economics,Student Satisfaction,3.71,2019,3.71,122.0,1.0
Imperial College London,Student Satisfaction,4.07,2019,4.07,51.0,6.0
St Andrews,Student Satisfaction,4.32,2019,4.32,2.0,10.0
Durham,Student Satisfaction,4.13,2019,4.13,23.0,9.0
Loughborough,Student Satisfaction,4.24,2019,4.24,5.0,10.0
Lancaster,Student Satisfaction,4.20,2019,4.2,7.0,10.0
Warwick,Student Satisfaction,4.13,2019,4.13,23.0,9.0
University College London,Student Satisfaction,n/a,2019,,,
Bath,Student Satisfaction,4.11,2019,4.11,30.0,8.0
Exeter,Student Satisfaction,4.11,2019,4.11,30.0,8.0
Leeds,Student Satisfaction,4.12,2019,4.12,26.0,8.0
East Anglia (UEA),Student Satisfaction,4.09,2019,4.09,36.0,7.0
Bristol,Student Satisfaction,n/a,2019,,,
Birmingham,Student Satisfaction,4.06,2019,4.06,56.0,6.0
Nottingham,Student Satisfaction,4.09,2019,4.09,36.0,7.0
Manchester,Student Satisfaction,n/a,2019,,,
Surrey,Student Satisfaction,4.12,2019,4.12,26.0,8.0
Southampton,Student Satisfaction,4.00,2019,4.0,87.0,3.0
York,Student Satisfaction,4.18,2019,4.18,9.0,10.0
Newcastle,Student Satisfaction,4.09,2019,4.09,36.0,7.0
Edinburgh,Student Satisfaction,3.93,2019,3.93,117.0,1.0
Glasgow,Student Satisfaction,4.08,2019,4.08,44.0,6.0
Sussex,Student Satisfaction,4.05,2019,4.05,61.0,5.0
Essex,Student Satisfaction,4.08,2019,4.08,44.0,7.0
