Institution,Metric,Value,Year,Numeric Value,Rank,Decile,UKPRN,Consistent Name,RG Rank
Durham,Value added score/10,6.67414878182058,2019,6.67414878182058,11.0,10.0,10007143,University of Durham,3.0
Bath,Value added score/10,6.55217572700767,2019,6.55217572700767,16.0,9.0,10007850,University of Bath (The),
Imperial College,Value added score/10,5.696114620074919,2019,5.696114620074919,51.0,6.0,10003270,"Imperial College of Science, Technology and Medicine",15.0
Warwick,Value added score/10,5.75308789526013,2019,5.75308789526013,49.0,6.0,10007163,University of Warwick,14.0
Lancaster,Value added score/10,4.2469273911731715,2019,4.2469273911731715,103.0,2.0,10007768,University of Lancaster,
Leeds,Value added score/10,6.621757208514558,2019,6.621757208514558,14.0,9.0,10007795,University of Leeds,5.0
UCL,Value added score/10,6.894365645941369,2019,6.894365645941369,8.0,10.0,10007784,University College London,2.0
York,Value added score/10,4.7641949737198495,2019,4.7641949737198495,90.0,3.0,10007167,University of York,22.0
Coventry,Value added score/10,6.89275851919137,2019,6.89275851919137,9.0,10.0,10001726,Coventry University,
Exeter,Value added score/10,5.827969515570589,2019,5.827969515570589,45.0,7.0,10007792,University of Exeter,12.0
London School of Economics,Value added score/10,5.66604700402287,2019,5.66604700402287,53.0,6.0,10004063,London School of Economics & Political Science,16.0
Nottingham Trent,Value added score/10,5.12048472317942,2019,5.12048472317942,73.0,4.0,10004797,Nottingham Trent University,
Nottingham,Value added score/10,6.95468298965492,2019,6.95468298965492,6.0,10.0,10007154,University of Nottingham,1.0
UEA,Value added score/10,7.467001190001451,2019,7.467001190001451,1.0,10.0,10007789,University of East Anglia,
Birmingham,Value added score/10,6.44272146987679,2019,6.44272146987679,17.0,9.0,10000712,University College Birmingham,
Bristol,Value added score/10,6.005793595819888,2019,6.005793595819888,36.0,8.0,10007786,University of Bristol,9.0
Surrey,Value added score/10,6.990893846011,2019,6.990893846011,5.0,10.0,10007160,University of Surrey,
Lincoln,Value added score/10,4.941091042282388,2019,4.941091042282388,85.0,3.0,10007151,University of Lincoln,
Southampton,Value added score/10,6.21793000308025,2019,6.21793000308025,24.0,9.0,10007158,University of Southampton,6.0
Glasgow,Value added score/10,5.584391487786862,2019,5.584391487786862,59.0,6.0,10007794,University of Glasgow,17.0
Portsmouth,Value added score/10,5.95435867009841,2019,5.95435867009841,39.0,7.0,10007155,University of Portsmouth,
Sussex,Value added score/10,4.47966270288777,2019,4.47966270288777,98.0,2.0,10007806,University of Sussex,
Newcastle,Value added score/10,5.05002316456982,2019,5.05002316456982,79.0,4.0,10007799,University of Newcastle Upon Tyne,20.0
Edinburgh,Value added score/10,5.97760970826183,2019,5.97760970826183,37.0,7.0,10007790,University of Edinburgh,10.0
Derby,Value added score/10,4.91204479571466,2019,4.91204479571466,86.0,3.0,10007851,University of Derby,
Dundee,Value added score/10,5.30643170634207,2019,5.30643170634207,68.0,5.0,10007852,University of Dundee,
Essex,Value added score/10,6.784925291165968,2019,6.784925291165968,10.0,10.0,10007791,University of Essex,
Swansea,Value added score/10,5.8980788961029,2019,5.8980788961029,42.0,7.0,10007855,Swansea University,
Liverpool Hope,Value added score/10,3.10297674434049,2019,3.10297674434049,120.0,1.0,10003956,Liverpool Hope University,
Manchester,Value added score/10,5.360043635384099,2019,5.360043635384099,65.0,5.0,10007798,The University of Manchester,18.0
Kent,Value added score/10,5.32363994388168,2019,5.32363994388168,66.0,5.0,10007150,University of Kent,
Keele,Value added score/10,3.95084388803765,2019,3.95084388803765,109.0,1.0,10007767,University of Keele,
UWE Bristol,Value added score/10,6.57717287818048,2019,6.57717287818048,15.0,9.0,10007164,"University of the West of England, Bristol",
Royal Holloway,Value added score/10,4.85045477904083,2019,4.85045477904083,87.0,3.0,10005553,Royal Holloway College and Bedford New College,
Sheffield,Value added score/10,5.08017104432813,2019,5.08017104432813,76.0,4.0,10007157,University of Sheffield,19.0
Stirling,Value added score/10,4.98435147403662,2019,4.98435147403662,82.0,4.0,10007804,University of Stirling,
Huddersfield,Value added score/10,6.4156930630530296,2019,6.4156930630530296,19.0,9.0,10007148,University of Huddersfield,
Oxford Brookes,Value added score/10,6.20318661675038,2019,6.20318661675038,25.0,8.0,10004930,Oxford Brookes University,
Aston,Value added score/10,6.26076017243192,2019,6.26076017243192,23.0,9.0,10007759,Aston University,
Staffordshire,Value added score/10,4.40087711267417,2019,4.40087711267417,100.0,2.0,10006299,Staffordshire University,
Aberystwyth,Value added score/10,3.39276940120041,2019,3.39276940120041,117.0,1.0,10007856,Prifysgol Aberystwyth,
Reading,Value added score/10,5.71947689706987,2019,5.71947689706987,50.0,6.0,10007802,University of Reading,
Bangor,Value added score/10,3.9980990680454505,2019,3.9980990680454505,107.0,2.0,10007857,Bangor University,
Northumbria,Value added score/10,6.63805935918296,2019,6.63805935918296,12.0,10.0,10001282,University of Northumbria at Newcastle,
Liverpool John Moores,Value added score/10,6.0773681475907,2019,6.0773681475907,35.0,8.0,10003957,Liverpool John Moores University,
West London,Value added score/10,6.36552333284263,2019,6.36552333284263,22.0,9.0,10006566,The University of West London,
Aberdeen,Value added score/10,6.156356575871639,2019,6.156356575871639,29.0,8.0,10007783,University of Aberdeen,
"Queen's, Belfast",Value added score/10,5.9477582784739,2019,5.9477582784739,40.0,7.0,10005343,The Queen's University of Belfast,11.0
Strathclyde,Value added score/10,5.53323911558604,2019,5.53323911558604,61.0,5.0,10007805,University of Strathclyde,
Chichester,Value added score/10,4.7136991049904005,2019,4.7136991049904005,93.0,3.0,10007137,The University of Chichester,
Gloucestershire,Value added score/10,5.87502114153004,2019,5.87502114153004,43.0,7.0,10007145,University of Gloucestershire,
Edge Hill,Value added score/10,5.11619876126983,2019,5.11619876126983,74.0,4.0,10007823,Edge Hill University,
Liverpool,Value added score/10,6.10165585884482,2019,6.10165585884482,34.0,8.0,10006842,University of Liverpool,8.0
Cardiff,Value added score/10,4.795240585774058,2019,4.795240585774058,89.0,3.0,10007814,Cardiff University,21.0
Kingston,Value added score/10,5.82025944609469,2019,5.82025944609469,46.0,7.0,10003678,Kingston University,
SOAS,Value added score/10,5.07291077155254,2019,5.07291077155254,77.0,4.0,10007780,School of Oriental and African Studies,
King's College London,Value added score/10,6.177102956419481,2019,6.177102956419481,27.0,8.0,10003645,King's College London,7.0
Brunel,Value added score/10,5.969122652327419,2019,5.969122652327419,38.0,7.0,10000961,Brunel University,
Falmouth,Value added score/10,4.5637122888886505,2019,4.5637122888886505,97.0,2.0,10008640,University College Falmouth,
Leicester,Value added score/10,5.90149236449378,2019,5.90149236449378,41.0,7.0,10007796,University of Leicester,
Bournemouth,Value added score/10,7.394640161820152,2019,7.394640161820152,2.0,10.0,10000824,Bournemouth University,
Plymouth,Value added score/10,6.108991421589461,2019,6.108991421589461,33.0,8.0,10007801,University of Plymouth,
Heriot-Watt,Value added score/10,5.42519960344188,2019,5.42519960344188,63.0,5.0,10007764,Heriot-Watt University,
Abertay Dundee,Value added score/10,5.829942474487388,2019,5.829942474487388,44.0,7.0,10007849,University of Abertay Dundee,
Teesside,Value added score/10,5.09066066488854,2019,5.09066066488854,75.0,4.0,10007161,Teesside University,
Sheffield Hallam,Value added score/10,6.3728061320754685,2019,6.3728061320754685,21.0,9.0,10005790,Sheffield Hallam University,
De Montfort,Value added score/10,5.140966977325911,2019,5.140966977325911,72.0,5.0,10001883,De Montfort University,
Bradford,Value added score/10,6.13664247905493,2019,6.13664247905493,31.0,8.0,10007785,University of Bradford,
Manchester Met,Value added score/10,4.089330931757471,2019,4.089330931757471,105.0,2.0,10004180,The Manchester Metropolitan University,
Sunderland,Value added score/10,5.01209445300954,2019,5.01209445300954,80.0,4.0,10007159,University of Sunderland,
University of the Arts London,Value added score/10,5.55334487734488,2019,5.55334487734488,60.0,6.0,10007162,"University of the Arts, London",
Central Lancashire,Value added score/10,5.6805386299740315,2019,5.6805386299740315,52.0,6.0,10007141,University of Central Lancashire,
Goldsmiths,Value added score/10,6.89738471678116,2019,6.89738471678116,7.0,10.0,10002718,Goldsmiths' College,
London South Bank,Value added score/10,5.395162693431621,2019,5.395162693431621,64.0,5.0,10004078,London South Bank University,
Robert Gordon,Value added score/10,4.72391188063244,2019,4.72391188063244,92.0,3.0,10005500,The Robert Gordon University,
"St Mary's, Twickenham",Value added score/10,5.59409161797586,2019,5.59409161797586,56.0,6.0,10007843,"St Mary's University College, Twickenham",
Solent,Value added score/10,5.5992105479994905,2019,5.5992105479994905,55.0,6.0,10006022,Southampton Solent University,
Westminster,Value added score/10,6.44223996129656,2019,6.44223996129656,18.0,9.0,10007165,The University of Westminster,
Queen Mary,Value added score/10,4.594680281819129,2019,4.594680281819129,96.0,3.0,10007775,"Queen Mary and Westfield College, University of London",23.0
Queen Margaret,Value added score/10,6.15886325586675,2019,6.15886325586675,28.0,8.0,10005337,"Queen Margaret University, Edinburgh",
Leeds Trinity,Value added score/10,7.0161382103017695,2019,7.0161382103017695,4.0,10.0,10003863,Leeds Trinity University College,
Bolton,Value added score/10,3.834373695507741,2019,3.834373695507741,111.0,1.0,10006841,The University of Bolton,
Trinity Saint David,Value added score/10,4.95665348995759,2019,4.95665348995759,84.0,4.0,10007858,University of Wales: Trinity Saint David,
East London,Value added score/10,5.30273538660501,2019,5.30273538660501,69.0,5.0,10007144,University of East London,
Salford,Value added score/10,4.809684001641839,2019,4.809684001641839,88.0,3.0,10007156,University of Salford,
Hertfordshire,Value added score/10,4.39857645397305,2019,4.39857645397305,101.0,2.0,10007147,University of Hertfordshire,
Worcester,Value added score/10,5.06949891436669,2019,5.06949891436669,78.0,4.0,10007139,University of Worcester,
Winchester,Value added score/10,6.19099254229574,2019,6.19099254229574,26.0,8.0,10003614,University of Winchester,
Ulster,Value added score/10,5.5005006564003,2019,5.5005006564003,62.0,5.0,10007807,University of Ulster,
Chester,Value added score/10,4.2214694884149,2019,4.2214694884149,104.0,2.0,10007848,University of Chester,
City,Value added score/10,4.74995291226434,2019,4.74995291226434,91.0,3.0,10001478,The City University,
Glasgow Caledonian,Value added score/10,4.964515274259769,2019,4.964515274259769,83.0,4.0,10007762,Glasgow Caledonian University,
Glyndŵr,Value added score/10,4.35771866182991,2019,4.35771866182991,102.0,2.0,10007833,Glyndwr University,
Birmingham City,Value added score/10,4.59737357209951,2019,4.59737357209951,95.0,3.0,10007140,Birmingham City University,
Cardiff Met,Value added score/10,5.593961243803508,2019,5.593961243803508,57.0,6.0,10007854,Cardiff Metropolitan University,
Greenwich,Value added score/10,6.391809792698539,2019,6.391809792698539,20.0,9.0,10007146,University of Greenwich,
Newman,Value added score/10,3.68340499178438,2019,3.68340499178438,113.0,1.0,10007832,Newman University College,
Suffolk,Value added score/10,3.66589573242442,2019,3.66589573242442,114.0,1.0,10014001,University Campus Suffolk Ltd,
Bath Spa,Value added score/10,5.58628095819909,2019,5.58628095819909,58.0,6.0,10000571,Bath Spa University,
Anglia Ruskin,Value added score/10,5.22192992281686,2019,5.22192992281686,70.0,5.0,10000291,Anglia Ruskin University,
Edinburgh Napier,Value added score/10,5.789144910335879,2019,5.789144910335879,48.0,7.0,10007772,Edinburgh Napier University,
Hull,Value added score/10,4.00651912440742,2019,4.00651912440742,106.0,2.0,10007149,University of Hull,
Brighton,Value added score/10,5.21676637098437,2019,5.21676637098437,71.0,5.0,10000886,University of Brighton,
Canterbury Christ Church,Value added score/10,5.32158551478787,2019,5.32158551478787,67.0,5.0,10001143,Canterbury Christ Church University,
Roehampton,Value added score/10,3.80657959256196,2019,3.80657959256196,112.0,1.0,10007776,Roehampton University,
South Wales,Value added score/10,3.93291708706083,2019,3.93291708706083,110.0,1.0,10007793,University of Glamorgan / Prifysgol Morgannwg,
Northampton,Value added score/10,6.147420004738572,2019,6.147420004738572,30.0,8.0,10007138,The University of Northampton,
Middlesex,Value added score/10,4.42268852291899,2019,4.42268852291899,99.0,2.0,10004351,Middlesex University,
Bedfordshire,Value added score/10,5.66020066889632,2019,5.66020066889632,54.0,6.0,10007152,University of Bedfordshire,
West of Scotland,Value added score/10,5.00161812396053,2019,5.00161812396053,81.0,4.0,10007800,University of the West of Scotland,
Birkbeck,Value added score/10,2.65821780306242,2019,2.65821780306242,121.0,1.0,10007760,Birkbeck College,
Wolverhampton,Value added score/10,4.69585280113182,2019,4.69585280113182,94.0,3.0,10007166,University of Wolverhampton,
London Met,Value added score/10,3.55692307857062,2019,3.55692307857062,115.0,1.0,10004048,London Metropolitan University,
Cumbria,Value added score/10,3.2143025819492994,2019,3.2143025819492994,119.0,1.0,10007842,The University of Cumbria,
York St John,Value added score/10,3.38595006902675,2019,3.38595006902675,118.0,1.0,10007713,York St John University,
Leeds Beckett,Value added score/10,3.9529761973181,2019,3.9529761973181,108.0,2.0,10003861,Leeds Metropolitan University,
Bucks New University,Value added score/10,3.42611373083856,2019,3.42611373083856,116.0,1.0,10000975,Buckinghamshire New University,
Cambridge,Entry Tariff,224.815544041455,2019,224.815544041455,1.0,10.0,10007788,University of Cambridge,1.0
Oxford,Entry Tariff,216.86241037897,2019,216.86241037897,3.0,10.0,10007774,University of Oxford,3.0
St Andrews,Entry Tariff,206.01330203442902,2019,206.01330203442902,4.0,10.0,10007803,University of St Andrews,
Loughborough,Entry Tariff,162.250297265161,2019,162.250297265161,25.0,8.0,10004113,Loughborough University,
Durham,Entry Tariff,198.277410832234,2019,198.277410832234,8.0,10.0,10007143,University of Durham,6.0
Bath,Entry Tariff,185.602265372168,2019,185.602265372168,10.0,10.0,10007850,University of Bath (The),
Imperial College,Entry Tariff,218.579399141631,2019,218.579399141631,2.0,10.0,10003270,"Imperial College of Science, Technology and Medicine",2.0
Warwick,Entry Tariff,182.0345659164,2019,182.0345659164,12.0,10.0,10007163,University of Warwick,9.0
Lancaster,Entry Tariff,157.37504873294301,2019,157.37504873294301,30.0,8.0,10007768,University of Lancaster,
Leeds,Entry Tariff,167.864915572233,2019,167.864915572233,18.0,9.0,10007795,University of Leeds,13.0
UCL,Entry Tariff,190.621542227663,2019,190.621542227663,9.0,10.0,10007784,University College London,7.0
York,Entry Tariff,159.413958444326,2019,159.413958444326,27.0,8.0,10007167,University of York,17.0
Coventry,Entry Tariff,126.44198062432699,2019,126.44198062432699,73.0,4.0,10001726,Coventry University,
Exeter,Entry Tariff,175.846743295019,2019,175.846743295019,15.0,9.0,10007792,University of Exeter,11.0
London School of Economics,Entry Tariff,202.642799678198,2019,202.642799678198,5.0,10.0,10004063,London School of Economics & Political Science,4.0
Nottingham Trent,Entry Tariff,142.830459770115,2019,142.830459770115,44.0,7.0,10004797,Nottingham Trent University,
Nottingham,Entry Tariff,162.956801626292,2019,162.956801626292,23.0,9.0,10007154,University of Nottingham,15.0
UEA,Entry Tariff,153.3598179909,2019,153.3598179909,35.0,8.0,10007789,University of East Anglia,
Birmingham,Entry Tariff,165.950328022493,2019,165.950328022493,21.0,9.0,10000712,University College Birmingham,
Bristol,Entry Tariff,183.934755332497,2019,183.934755332497,11.0,10.0,10007786,University of Bristol,8.0
Surrey,Entry Tariff,162.855092276145,2019,162.855092276145,24.0,9.0,10007160,University of Surrey,
Lincoln,Entry Tariff,128.944899244333,2019,128.944899244333,62.0,5.0,10007151,University of Lincoln,
Southampton,Entry Tariff,158.167592125189,2019,158.167592125189,29.0,8.0,10007158,University of Southampton,18.0
Glasgow,Entry Tariff,200.388683058269,2019,200.388683058269,7.0,10.0,10007794,University of Glasgow,5.0
Portsmouth,Entry Tariff,118.55122052994,2019,118.55122052994,91.0,3.0,10007155,University of Portsmouth,
Sussex,Entry Tariff,144.202247191011,2019,144.202247191011,43.0,7.0,10007806,University of Sussex,
Newcastle,Entry Tariff,161.074532900081,2019,161.074532900081,26.0,8.0,10007799,University of Newcastle Upon Tyne,16.0
Edinburgh,Entry Tariff,181.47401538103,2019,181.47401538103,13.0,9.0,10007790,University of Edinburgh,10.0
Derby,Entry Tariff,119.173022882377,2019,119.173022882377,89.0,3.0,10007851,University of Derby,
Dundee,Entry Tariff,173.417328042328,2019,173.417328042328,16.0,9.0,10007852,University of Dundee,
Essex,Entry Tariff,115.814446366782,2019,115.814446366782,98.0,2.0,10007791,University of Essex,
Swansea,Entry Tariff,137.956472261735,2019,137.956472261735,49.0,6.0,10007855,Swansea University,
Liverpool Hope,Entry Tariff,115.792825112108,2019,115.792825112108,99.0,2.0,10003956,Liverpool Hope University,
Manchester,Entry Tariff,167.12398511502,2019,167.12398511502,19.0,9.0,10007798,The University of Manchester,14.0
Kent,Entry Tariff,137.465079780277,2019,137.465079780277,51.0,6.0,10007150,University of Kent,
Keele,Entry Tariff,128.004926108374,2019,128.004926108374,67.0,5.0,10007767,University of Keele,
UWE Bristol,Entry Tariff,126.81279496591499,2019,126.81279496591499,71.0,5.0,10007164,"University of the West of England, Bristol",
Royal Holloway,Entry Tariff,141.891034482759,2019,141.891034482759,46.0,7.0,10005553,Royal Holloway College and Bedford New College,
Sheffield,Entry Tariff,156.002295492488,2019,156.002295492488,32.0,8.0,10007157,University of Sheffield,19.0
Stirling,Entry Tariff,158.184898354308,2019,158.184898354308,28.0,8.0,10007804,University of Stirling,
Huddersfield,Entry Tariff,127.542361111112,2019,127.542361111112,70.0,5.0,10007148,University of Huddersfield,
Oxford Brookes,Entry Tariff,128.080472499077,2019,128.080472499077,66.0,5.0,10004930,Oxford Brookes University,
Aston,Entry Tariff,136.892398090342,2019,136.892398090342,52.0,6.0,10007759,Aston University,
Staffordshire,Entry Tariff,115.460119047619,2019,115.460119047619,101.0,2.0,10006299,Staffordshire University,
Aberystwyth,Entry Tariff,120.0375782881,2019,120.0375782881,84.0,4.0,10007856,Prifysgol Aberystwyth,
Reading,Entry Tariff,138.103856665655,2019,138.103856665655,48.0,7.0,10007802,University of Reading,
Bangor,Entry Tariff,133.54570037858298,2019,133.54570037858298,55.0,6.0,10007857,Bangor University,
Northumbria,Entry Tariff,144.298119041484,2019,144.298119041484,42.0,7.0,10001282,University of Northumbria at Newcastle,
Liverpool John Moores,Entry Tariff,141.16132053383302,2019,141.16132053383302,47.0,7.0,10003957,Liverpool John Moores University,
West London,Entry Tariff,120.085084033613,2019,120.085084033613,83.0,4.0,10006566,The University of West London,
Aberdeen,Entry Tariff,180.953114534495,2019,180.953114534495,14.0,9.0,10007783,University of Aberdeen,
"Queen's, Belfast",Entry Tariff,152.814016172507,2019,152.814016172507,36.0,8.0,10005343,The Queen's University of Belfast,21.0
Strathclyde,Entry Tariff,201.031090289608,2019,201.031090289608,6.0,10.0,10007805,University of Strathclyde,
Chichester,Entry Tariff,123.376160990712,2019,123.376160990712,77.0,4.0,10007137,The University of Chichester,
Gloucestershire,Entry Tariff,122.78450487429501,2019,122.78450487429501,80.0,4.0,10007145,University of Gloucestershire,
Edge Hill,Entry Tariff,130.482556131261,2019,130.482556131261,59.0,6.0,10007823,Edge Hill University,
Liverpool,Entry Tariff,145.70411752534702,2019,145.70411752534702,41.0,7.0,10006842,University of Liverpool,23.0
Cardiff,Entry Tariff,154.774493083191,2019,154.774493083191,34.0,8.0,10007814,Cardiff University,20.0
Kingston,Entry Tariff,125.330238191361,2019,125.330238191361,74.0,4.0,10003678,Kingston University,
SOAS,Entry Tariff,147.914431673052,2019,147.914431673052,38.0,7.0,10007780,School of Oriental and African Studies,
King's College London,Entry Tariff,169.292891501871,2019,169.292891501871,17.0,9.0,10003645,King's College London,12.0
Brunel,Entry Tariff,131.426315789474,2019,131.426315789474,57.0,6.0,10000961,Brunel University,
Falmouth,Entry Tariff,120.036483253589,2019,120.036483253589,85.0,3.0,10008640,University College Falmouth,
Leicester,Entry Tariff,135.57733448973698,2019,135.57733448973698,54.0,6.0,10007796,University of Leicester,
Bournemouth,Entry Tariff,122.60211554109101,2019,122.60211554109101,81.0,4.0,10000824,Bournemouth University,
Plymouth,Entry Tariff,128.930455635492,2019,128.930455635492,63.0,5.0,10007801,University of Plymouth,
Heriot-Watt,Entry Tariff,166.694696969697,2019,166.694696969697,20.0,9.0,10007764,Heriot-Watt University,
Abertay Dundee,Entry Tariff,154.894849785408,2019,154.894849785408,33.0,8.0,10007849,University of Abertay Dundee,
Teesside,Entry Tariff,119.219536757301,2019,119.219536757301,88.0,3.0,10007161,Teesside University,
Sheffield Hallam,Entry Tariff,123.80458362491301,2019,123.80458362491301,76.0,4.0,10005790,Sheffield Hallam University,
De Montfort,Entry Tariff,112.73297383662901,2019,112.73297383662901,105.0,2.0,10001883,De Montfort University,
Bradford,Entry Tariff,129.754018169113,2019,129.754018169113,61.0,5.0,10007785,University of Bradford,
Manchester Met,Entry Tariff,133.14512358049402,2019,133.14512358049402,56.0,6.0,10004180,The Manchester Metropolitan University,
Sunderland,Entry Tariff,119.171178343949,2019,119.171178343949,90.0,3.0,10007159,University of Sunderland,
University of the Arts London,Entry Tariff,135.611314824515,2019,135.611314824515,53.0,6.0,10007162,"University of the Arts, London",
Central Lancashire,Entry Tariff,128.62949782522801,2019,128.62949782522801,65.0,5.0,10007141,University of Central Lancashire,
Goldsmiths,Entry Tariff,130.270424319189,2019,130.270424319189,60.0,6.0,10002718,Goldsmiths' College,
London South Bank,Entry Tariff,106.544871794872,2019,106.544871794872,115.0,1.0,10004078,London South Bank University,
Robert Gordon,Entry Tariff,157.304738562092,2019,157.304738562092,31.0,8.0,10005500,The Robert Gordon University,
"St Mary's, Twickenham",Entry Tariff,119.380547686497,2019,119.380547686497,86.0,3.0,10007843,"St Mary's University College, Twickenham",
Solent,Entry Tariff,115.58055067369699,2019,115.58055067369699,100.0,2.0,10006022,Southampton Solent University,
Westminster,Entry Tariff,123.308498689629,2019,123.308498689629,78.0,4.0,10007165,The University of Westminster,
Queen Mary,Entry Tariff,147.754616675993,2019,147.754616675993,39.0,7.0,10007775,"Queen Mary and Westfield College, University of London",22.0
Queen Margaret,Entry Tariff,149.306163021869,2019,149.306163021869,37.0,7.0,10005337,"Queen Margaret University, Edinburgh",
Leeds Trinity,Entry Tariff,100.389923329682,2019,100.389923329682,118.0,1.0,10003863,Leeds Trinity University College,
Bolton,Entry Tariff,112.150227617602,2019,112.150227617602,107.0,2.0,10006841,The University of Bolton,
Trinity Saint David,Entry Tariff,111.706646057143,2019,111.706646057143,108.0,2.0,10007858,University of Wales: Trinity Saint David,
East London,Entry Tariff,111.413897280967,2019,111.413897280967,109.0,1.0,10007144,University of East London,
Salford,Entry Tariff,127.56993865030701,2019,127.56993865030701,69.0,5.0,10007156,University of Salford,
Hertfordshire,Entry Tariff,119.3,2019,119.3,87.0,3.0,10007147,University of Hertfordshire,
Worcester,Entry Tariff,118.52983725135599,2019,118.52983725135599,92.0,3.0,10007139,University of Worcester,
Winchester,Entry Tariff,112.177100053505,2019,112.177100053505,106.0,2.0,10003614,University of Winchester,
Ulster,Entry Tariff,126.688128226026,2019,126.688128226026,72.0,5.0,10007807,University of Ulster,
Chester,Entry Tariff,114.19867549668899,2019,114.19867549668899,104.0,2.0,10007848,University of Chester,
City,Entry Tariff,142.475476839237,2019,142.475476839237,45.0,7.0,10001478,The City University,
Glasgow Caledonian,Entry Tariff,163.47831800262801,2019,163.47831800262801,22.0,9.0,10007762,Glasgow Caledonian University,
Glyndŵr,Entry Tariff,103.529051987768,2019,103.529051987768,117.0,1.0,10007833,Glyndwr University,
Birmingham City,Entry Tariff,127.841262683202,2019,127.841262683202,68.0,5.0,10007140,Birmingham City University,
Cardiff Met,Entry Tariff,125.24431137724599,2019,125.24431137724599,75.0,4.0,10007854,Cardiff Metropolitan University,
Greenwich,Entry Tariff,130.59746835443002,2019,130.59746835443002,58.0,6.0,10007146,University of Greenwich,
Newman,Entry Tariff,118.42270058708401,2019,118.42270058708401,93.0,3.0,10007832,Newman University College,
Suffolk,Entry Tariff,118.33817427385901,2019,118.33817427385901,95.0,3.0,10014001,University Campus Suffolk Ltd,
Bath Spa,Entry Tariff,121.57258883248699,2019,121.57258883248699,82.0,4.0,10000571,Bath Spa University,
Anglia Ruskin,Entry Tariff,104.53703000379801,2019,104.53703000379801,116.0,1.0,10000291,Anglia Ruskin University,
Edinburgh Napier,Entry Tariff,145.897067997505,2019,145.897067997505,40.0,7.0,10007772,Edinburgh Napier University,
Hull,Entry Tariff,122.81458409673901,2019,122.81458409673901,79.0,4.0,10007149,University of Hull,
Brighton,Entry Tariff,117.35219364599101,2019,117.35219364599101,97.0,2.0,10000886,University of Brighton,
Canterbury Christ Church,Entry Tariff,107.71306939123,2019,107.71306939123,113.0,1.0,10001143,Canterbury Christ Church University,
Roehampton,Entry Tariff,108.79432244242099,2019,108.79432244242099,111.0,1.0,10007776,Roehampton University,
South Wales,Entry Tariff,128.776142932212,2019,128.776142932212,64.0,5.0,10007793,University of Glamorgan / Prifysgol Morgannwg,
Northampton,Entry Tariff,106.960062240664,2019,106.960062240664,114.0,1.0,10007138,The University of Northampton,
Middlesex,Entry Tariff,118.374329758713,2019,118.374329758713,94.0,3.0,10004351,Middlesex University,
Bedfordshire,Entry Tariff,95.20862800565772,2019,95.20862800565772,120.0,1.0,10007152,University of Bedfordshire,
West of Scotland,Entry Tariff,137.541139240506,2019,137.541139240506,50.0,6.0,10007800,University of the West of Scotland,
Birkbeck,Entry Tariff,92.4331983805669,2019,92.4331983805669,121.0,1.0,10007760,Birkbeck College,
Wolverhampton,Entry Tariff,108.161692482055,2019,108.161692482055,112.0,1.0,10007166,University of Wolverhampton,
London Met,Entry Tariff,98.2827918170878,2019,98.2827918170878,119.0,1.0,10004048,London Metropolitan University,
Cumbria,Entry Tariff,117.686200378072,2019,117.686200378072,96.0,3.0,10007842,The University of Cumbria,
York St John,Entry Tariff,114.287185354691,2019,114.287185354691,103.0,2.0,10007713,York St John University,
Leeds Beckett,Entry Tariff,114.423268808621,2019,114.423268808621,102.0,2.0,10003861,Leeds Metropolitan University,
Bucks New University,Entry Tariff,110.932729624838,2019,110.932729624838,110.0,1.0,10000975,Buckinghamshire New University,
Cambridge,NSS Feedback (%),70.4585369860003,2019,70.4585369860003,85.0,3.0,10007788,University of Cambridge,11.0
Oxford,NSS Feedback (%),67.97231272526109,2019,67.97231272526109,104.0,2.0,10007774,University of Oxford,14.0
St Andrews,NSS Feedback (%),82.15097442796271,2019,82.15097442796271,2.0,10.0,10007803,University of St Andrews,
Loughborough,NSS Feedback (%),75.4378826379985,2019,75.4378826379985,23.0,9.0,10004113,Loughborough University,
Durham,NSS Feedback (%),76.0750353004513,2019,76.0750353004513,18.0,9.0,10007143,University of Durham,1.0
Bath,NSS Feedback (%),72.08896291688521,2019,72.08896291688521,66.0,5.0,10007850,University of Bath (The),
Imperial College,NSS Feedback (%),65.0880082868362,2019,65.0880082868362,117.0,1.0,10003270,"Imperial College of Science, Technology and Medicine",19.0
Warwick,NSS Feedback (%),70.5439897703763,2019,70.5439897703763,84.0,4.0,10007163,University of Warwick,10.0
Lancaster,NSS Feedback (%),75.091361528715,2019,75.091361528715,30.0,8.0,10007768,University of Lancaster,
Leeds,NSS Feedback (%),74.34974336331649,2019,74.34974336331649,37.0,7.0,10007795,University of Leeds,4.0
UCL,NSS Feedback (%),63.234421474242,2019,63.234421474242,118.0,1.0,10007784,University College London,20.0
York,NSS Feedback (%),75.76798888907659,2019,75.76798888907659,21.0,9.0,10007167,University of York,2.0
Coventry,NSS Feedback (%),77.6077964309577,2019,77.6077964309577,9.0,10.0,10001726,Coventry University,
Exeter,NSS Feedback (%),75.321487711405,2019,75.321487711405,25.0,8.0,10007792,University of Exeter,3.0
London School of Economics,NSS Feedback (%),59.591878194694395,2019,59.591878194694395,121.0,1.0,10004063,London School of Economics & Political Science,23.0
Nottingham Trent,NSS Feedback (%),80.2890584645019,2019,80.2890584645019,4.0,10.0,10004797,Nottingham Trent University,
Nottingham,NSS Feedback (%),71.6656037830243,2019,71.6656037830243,71.0,5.0,10007154,University of Nottingham,8.0
