,Academic Reputation,SCORE,SCORE,Employer Reputation,SCORE,SCORE,Faculty Student,SCORE,SCORE,International Faculty,SCORE,SCORE,International Students,SCORE,SCORE,Citations per Faculty,SCORE,SCORE,Arts & Humanities,SCORE,SCORE,Engineering & Technology,SCORE,SCORE,Life Sciences & Medicine,SCORE,SCORE,Natural Sciences,SCORE,SCORE,Social Sciences & Management,SCORE,SCORE,71975,71975_rank,71975_rank_d,71976,71976_rank,71976_rank_d,_rank,_rank_d,LOCATION,OVERALL SCORE,# RANK,# RANK,REGION,STARS,UNIVERSITY
,"<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">14.01</div></div>",323,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">323</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">11.99</div></div>",328,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">328</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>",,,,,,,,,Germany,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",9999,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank small"">N/A</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/universitat-potsdam"">Universität Potsdam</a></div></div>"
,"<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">10.81</div></div>",310,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">310</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">11.06</div></div>",359,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">359</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>",,,,,,,,,Hungary,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",9999,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank small"">N/A</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/budapest-university-technology-economics"">Budapest University of Technology and Economics</a></div></div>"
,"<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",9999,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">9999</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",9999,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">9999</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",9999,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">9999</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",9999,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">9999</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",9999,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">9999</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",9999,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">9999</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>",,,,,,,,,Hungary,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",601,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">601+</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-debrecen"">University of Debrecen</a></div></div>"
,"<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",9999,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">9999</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">45.6</div></div>",221,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">221</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",9999,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">9999</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",9999,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">9999</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",9999,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">9999</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",9999,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">9999</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">11.96</div></div>",340,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">340</span></div></div></div>",,,,,,,,,Hungary,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",551,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">551- 600  </span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/corvinus-university-budapest"">Corvinus University of Budapest</a></div></div>"
,"<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">12.16</div></div>",394,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">394</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>",,,,,,,,,Italy,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",9999,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank small"">N/A</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/universita-degli-studi-di-napoli-lorientale"">Universita&#039; degli Studi di Napoli &quot;L&#039;Orientale&quot;</a></div></div>"
,"<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",9999,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">9999</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",9999,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">9999</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",9999,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">9999</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",9999,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">9999</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",9999,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">9999</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",9999,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">9999</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>",,,,,,,,,Lithuania,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",601,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">601+</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/vytautas-magnus-university"">Vytautas Magnus University</a></div></div>"
,"<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">10.01</div></div>",342,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">342</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>",,,,,,,,,Poland,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",9999,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank small"">N/A</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/wroclaw-university-science-technology-wrust"">Wroclaw University of Science and Technology (WRUST)</a></div></div>"
,"<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",9999,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">9999</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",9999,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">9999</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",9999,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">9999</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",9999,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">9999</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",9999,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">9999</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",9999,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">9999</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">12.37</div></div>",384,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">384</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">13.34</div></div>",273,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">273</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>",,,,,,,,,Portugal,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",551,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">551- 600  </span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-lisbon"">University of Lisbon </a></div></div>"
,"<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",9999,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">9999</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",9999,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">9999</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",9999,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">9999</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",9999,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">9999</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",9999,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">9999</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",9999,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">9999</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>",,,,,,,,,Romania,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",601,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">601+</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/alexandru-ioan-cuza-university"">Alexandru Ioan Cuza University</a></div></div>"
,"<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",9999,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">9999</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",9999,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">9999</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",9999,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">9999</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",9999,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">9999</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",9999,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">9999</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",9999,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">9999</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>",,,,,,,,,Romania,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",601,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">601+</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/universitatea-de-vest-din-timisoara-west-university-timisoara"">Universitatea de Vest din Timisoara /  West University of Timisoara</a></div></div>"
,"<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",9999,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">9999</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",9999,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">9999</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">98.6</div></div>",32,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">32</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">2</div></div>",301,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">301</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">5.1</div></div>",301,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">301</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">1.6</div></div>",301,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">301</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">0</div></div>",0,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">0</span></div></div></div>",,,,,,,,,Russia,"<div class=""td-wrap""><div class=""td-wrap-in"">26.47</div></div>",451,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank large"">451- 500  </span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/ural-federal-university-urfu"">Ural Federal University - UrFU</a></div></div>"
